date,ad_male,yearling_male,ad_female,yearling_female,yearling,calf,unknown,ids,collars,total
11/11/2023,NA,NA,9,2,1,NA,NA,,0,12
11/11/2023,NA,NA,2,NA,NA,NA,NA,FO2023015,1,2
11/12/2023,NA,NA,1,NA,NA,NA,NA,FO2016004,1,1
11/12/2023,NA,NA,3,NA,NA,NA,NA,FO2016007,1,3
11/12/2023,NA,NA,4,NA,NA,NA,NA,"FO2016007,FO2023004",2,4
11/13/2023,NA,NA,1,NA,NA,1,NA,"FO2019004, ",1,2
11/13/2023,NA,NA,2,NA,NA,1,NA,"FO2019004, ,FO2017007",2,3
11/13/2023,NA,NA,1,NA,NA,NA,NA,NA,0,1
11/13/2023,NA,NA,2,1,NA,NA,NA,FO2023015,1,3
11/14/2023,NA,NA,1,NA,NA,NA,NA,NA,0,1
11/14/2023,2,1,NA,NA,NA,NA,NA,NA,0,3
11/14/2023,NA,NA,1,NA,NA,NA,NA,FO2023003,1,1
11/15/2023,NA,NA,1,NA,NA,1,NA,FO2023013,1,2
11/15/2023,NA,NA,1,NA,NA,NA,NA,FO2023005,1,1
11/15/2023,NA,NA,1,NA,NA,1,NA,FO2023006,1,2
11/16/2023,NA,NA,1,NA,NA,NA,NA,FO2017003,1,1
11/16/2023,NA,NA,2,1,NA,NA,NA,NA,0,3
11/17/2023,NA,NA,1,NA,NA,NA,6,FO2023004,1,7
11/17/2023,NA,NA,1,NA,NA,NA,NA,FO2016006,1,1
11/17/2023,NA,NA,1,NA,NA,NA,NA,FO2022001,1,1
11/17/2023,NA,NA,1,NA,NA,NA,NA,FO2016015,1,1
11/18/2023,1,NA,NA,NA,NA,NA,NA,NA,0,1
11/18/2023,NA,NA,1,NA,NA,1,NA,FO2023003,1,2
7/12/2023,NA,NA,1,NA,NA,1,NA,FO2017001,1,2
6/13/2023,NA,NA,1,NA,NA,NA,NA,NA,0,1
6/13/2023,NA,NA,1,1,NA,NA,NA,"FO2016015, ",1,2
7/13/2023,NA,NA,1,NA,NA,1,NA,FO2023001,1,2
7/13/2023,NA,NA,1,NA,NA,1,NA,FO2022001,1,2
7/13/2023,NA,NA,1,NA,NA,1,NA,FO2016004,1,2
6/14/2023,NA,NA,1,NA,NA,NA,NA,NA,0,1
6/14/2023,NA,NA,1,NA,NA,NA,NA,NA,0,1
6/14/2023,NA,NA,2,NA,NA,1,NA,"FO2023007, ",1,3
6/14/2023,NA,NA,1,NA,NA,NA,NA,FO2022001,1,1
6/14/2023,NA,NA,1,NA,NA,1,NA,FO2022001,1,2
6/15/2023,NA,NA,3,NA,NA,3,NA,"FO2023006, FO2023010",2,6
6/16/2023,NA,NA,1,NA,NA,1,NA,FO2016012,1,2
6/16/2023,NA,NA,1,NA,NA,NA,NA,NA,0,1
6/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,0,0
6/20/2023,NA,NA,1,NA,NA,1,NA,FO2023015,1,2
7/20/2023,NA,NA,NA,NA,NA,NA,1,NA,0,1
5/21/2023,0,0,1,0,0,0,0,FO2023015,1,1
5/21/2023,0,0,0,1,0,0,0,NA,0,1
6/21/2023,NA,NA,2,NA,NA,NA,NA,NA,0,2
6/21/2023,NA,NA,NA,NA,NA,1,NA,,0,1
6/21/2023,3,NA,NA,NA,NA,NA,1,NA,0,4
6/21/2023,NA,NA,1,NA,NA,1,NA,,0,2
7/21/2023,NA,NA,1,NA,NA,1,NA,FO2022002,1,2
5/22/2023,2,0,0,0,0,0,0,NA,0,2
5/22/2023,0,0,1,0,0,0,0,FO2023012,1,1
5/22/2023,0,0,2,0,0,0,0,FO2022003,1,2
5/23/2023,0,0,1,0,0,1,0,NA,0,2
5/23/2023,0,1,0,0,0,0,0,NA,0,1
5/23/2023,1,0,0,0,0,0,0,NA,0,1
6/23/2023,NA,1,NA,NA,NA,NA,NA,NA,0,1
6/23/2023,0,0,1,0,0,0,0,FO2023009,1,1
6/23/2023,0,0,1,0,0,0,0,NA,0,1
5/24/2023,0,0,4,0,0,0,0,"FO2016007,FO2023004",2,4
5/24/2023,1,0,9,0,0,0,0,"FO2019004,FO2023014,FO2017001",3,10
5/25/2023,2,0,6,0,0,1,0,"FO2016004,FO2023006",2,9
5/25/2023,0,1,12,0,0,0,0,"FO2017001,FO2023004,FO2023014,FO2016012,FO2019004,FO2016007",6,13
5/25/2023,2,0,6,1,0,0,0,FO2023015,1,9
5/25/2023,0,0,3,0,0,1,0,NA,0,4
5/25/2023,0,0,7,0,0,0,0,"FO2016007, FO2017001, FO2019004, FO2023004",4,7
6/25/2023,0,0,1,0,0,0,0,NA,0,1
5/26/2023,1,0,19,0,1,1,0,"FO2016004, FO2023006, FO2023013, FO2016007, FO2017001, FO2019004, FO2023004",7,22
6/26/2023,0,0,3,0,0,2,0,"FO2022001, ",1,5
6/26/2023,2,0,0,0,0,0,0,NA,0,2
6/26/2023,0,0,3,0,0,3,0,"FO2023007, ",1,6
6/26/2023,0,0,1,0,0,0,0,NA,0,1
6/26/2023,0,0,1,0,0,0,0,FO2023010,1,1
5/27/2023,2,0,13,0,0,1,0,"FO2016004, FO2023006, FO2023013, FO2016007, FO2017001, FO2019004, FO2023004",7,16
5/27/2023,1,0,8,0,0,0,0,"FO2023013, FO2016012, FO2023006, FO2016006",4,9
5/27/2023,1,0,12,0,1,0,0,"FO2023003, /FO2022003, FO2017001, FO2019004, FO2016004, FO2016007, FO2023009, FO2023014",8,14
5/27/2023,5,0,13,0,1,1,0,"FO2023008, FO2023010, FO2023002, FO2016013, FO2023001, FO2023007, FO2022002, , ???",7,20
5/27/2023,0,0,2,0,0,0,0,FO2022001,1,2
6/27/2023,0,0,1,0,0,1,0,NA,0,2
6/27/2023,0,1,0,0,0,1,0,NA,0,2
6/27/2023,0,0,1,0,0,0,0,FO2022001,1,1
5/28/2023,0,0,1,0,0,1,0,NA,0,2
5/29/2023,0,0,1,0,0,0,0,FO2016015,1,1
5/29/2023,2,1,18,0,0,2,0,"FO2023003,FO2019004,FO2017001,FO2023006,FO2023009,FO2016004,FO2016006,FO2016007,FO2023004",9,23
5/29/2023,4,0,7,1,0,0,0,"FO2016012,FO2022003,FO2023013,FO2023014",4,12
5/30/2023,1,0,11,0,0,1,0,"FO2023013,FO2023006,FO2016004,FO2016012,FO2017001,FO2016007",6,13
5/30/2023,0,0,4,0,0,0,0,"FO2016007,FO2017001,FO2023013",3,4
5/30/2023,0,0,4,0,0,1,0,FO2016004,1,5
5/30/2023,2,1,5,0,0,0,0,"FO2023014,FO2022003",2,8
5/31/2023,0,0,1,0,0,0,0,FO2016012,1,1
5/31/2023,0,0,10,0,0,1,0,"FO2016004,FO2016007,FO2017001,FO2023006,FO2023013",5,11
2/28/2024,NA,NA,6,NA,NA,1,NA,/FO2022003,1,7
2/29/2024,NA,NA,1,NA,NA,NA,NA,NA,0,1
3/1/2024,0,0,1,0,0,0,0,FO2016015,1,1
3/2/2024,0,0,0,0,0,1,0,,0,1
3/3/2024,0,0,1,0,0,0,0,FO2023012,1,1
3/4/2024,1,NA,3,1,NA,NA,NA,FO2023005,1,5
3/5/2024,NA,NA,6,NA,NA,1,NA,NA,0,7
5/22/2024,0,0,1,0,0,1,0,"F02023008, ",0,2
5/23/2024,0,0,1,0,0,0,0,FO2019004,1,1
5/23/2024,0,0,1,0,0,1,0,"FO2023014, ",1,2
5/24/2024,0,0,1,0,0,0,0,FO2023001,1,1
5/26/2024,0,0,1,0,0,0,0,FO2016007,1,1
5/26/2024,0,0,1,0,0,0,0,FO2023006,1,1
5/27/2024,0,0,1,0,0,0,0,FO2022003,1,1
5/27/2024,0,0,1,0,0,1,0,"FO2023005, ",1,2
5/27/2024,0,0,1,0,0,1,0,FO2017001,1,2
5/28/2024,0,0,1,0,0,0,0,FO2023009,1,1
5/28/2024,0,0,1,0,0,0,0,FO2023001,1,1
5/30/2024,0,0,1,0,0,0,0,FO2022003,1,1
5/30/2024,0,0,1,0,0,0,0,FO2023012,1,1
5/31/2024,0,0,1,0,0,0,0,FO2016013,1,1
5/31/2024,0,0,1,0,0,1,0,FO2023011,1,2
5/31/2024,0,0,0,0,0,1,0,,0,1
6/2/2024,NA,NA,1,NA,NA,1,NA,FO2023001,1,2
6/2/2024,0,0,1,0,0,1,0,", FO2023014",1,2
6/3/2024,0,0,1,0,0,1,0,", FO2023007",1,2
6/4/2024,0,0,1,0,0,0,0,FO2017001,1,1
6/4/2024,NA,NA,1,NA,NA,NA,NA,/FO2023008,1,1
6/6/2024,NA,NA,1,NA,NA,NA,NA,FO2023015,1,1
6/6/2024,NA,NA,1,NA,NA,NA,NA,FO2023009,1,1
6/7/2024,NA,NA,NA,NA,NA,NA,2,NA,0,2
6/8/2024,1,NA,NA,NA,NA,NA,NA,NA,0,1
6/8/2024,NA,NA,NA,NA,NA,NA,2,NA,0,2
6/8/2024,NA,NA,1,NA,NA,1,NA,"FO2023015, ",1,2
6/8/2024,NA,NA,1,NA,NA,NA,NA,FO2023007,1,1
6/9/2024,NA,NA,1,NA,NA,NA,NA,F02023009,0,1
6/12/2024,NA,NA,1,NA,NA,NA,NA,FO2022002,1,1
6/12/2024,NA,NA,NA,NA,NA,NA,1,NA,0,1
6/17/2024,NA,NA,1,NA,NA,NA,NA,FO2023013,1,1
6/18/2024,NA,NA,1,NA,NA,NA,NA,FO2023013,1,1
6/18/2024,0,0,1,0,0,0,0,NA,0,1
6/21/2024,0,0,1,0,0,1,0,FO2023015,1,2
6/26/2024,0,0,1,0,0,1,0,"FO2023007, ",1,2
6/26/2024,0,0,1,0,0,0,0,FO2016013,1,1
7/3/2024,0,0,1,0,0,0,1,FO2023009,1,2
7/3/2024,0,0,1,0,0,0,0,FO2016015,1,1
7/5/2024,0,0,1,0,0,0,0,FO2016007,1,1
7/8/2024,0,0,1,0,0,0,0,NA,0,1
7/9/2024,0,0,1,0,0,1,0,"FO2023008,",1,2
7/10/2024,0,0,1,0,0,0,0,FO2023006,1,1
7/15/2024,0,0,1,0,0,0,0,NA,0,1
7/16/2024,0,0,1,0,0,0,0,FO2017001,1,1
7/17/2024,0,0,1,0,0,1,0,"FO2023005, ",1,2
7/18/2024,1,1,0,0,0,0,0,NA,0,2
7/22/2024,0,0,1,0,0,0,0,FO2023014,1,1
7/23/2024,0,0,1,0,0,1,0,"FO2023006, ",1,2
7/24/2024,NA,NA,1,NA,NA,NA,NA,NA,0,1
7/24/2024,NA,NA,1,1,NA,NA,NA,FO2022002,1,2
8/5/2024,NA,NA,10,NA,NA,3,NA,"FO2023001, FO2023010",2,13
8/6/2024,5,NA,19,NA,NA,4,NA,"FO2016007, FO2016015, FO2022003, FO2023003, FO2023008, FO2017007",6,28
8/7/2024,3,NA,32,NA,NA,8,5,"FO2016007, FO2017001, FO2019004, FO2022001, FO2023001, FO2023002, FO2023006, FO2023007, FO2023008, FO2023010, FO2023011, FO2023013, ",12,48
8/8/2024,0,0,1,0,0,0,0,FO2023015,1,1
8/12/2024,0,0,1,0,0,0,0,FO2017001,1,1
8/13/2024,0,0,1,0,0,0,0,FO2023006,1,1
8/14/2024,0,0,1,0,0,0,0,FO2023006,1,1
11/12/2024,6,NA,10,NA,NA,4,14,"FO2016012, FO2022002, FO20230006, FO2023010, ... ten total collars but couldn't confirm ID of others",4,34
11/12/2024,5,2,38,NA,NA,8,NA,"FO2016015, FO2022001, FO2022002, FO2022003, FO2023001, FO2023002, FO2023004, /FO2023008, FO2023009, FO2023010, FO2023011, FO2023012, FO2023014",13,53
11/15/2024,3,NA,43,NA,3,9,25,"FO2016007, FO2016015, FO2017004, FO2019004, FO2022001, FO2022002, FO2022003, FO2023001, FO2023002, FO2023003, FO2023004, FO2023005, FO2023006, FO2023008, FO2023009, FO2023011, FO2023013, FO2023014, FO2023015, ",19,83
11/15/2024,NA,NA,17,NA,NA,2,15,"FO2016007, FO2016012, FO2017001, FO2019004, FO2022001, FO2023002, FO2023003, FO2023006, FO2023007, FO2023010, FO2023011, FO2023012, FO2023013",13,34
